Município;AIS;Natureza;Data;Hora;Dia da Semana;Meio Empregado;Gênero;Idade da Vítima;Escolaridade da Vítima;Raça da Vítima
Banabuiú;AIS 09;HOMICIDIO DOLOSO;2021-06-30;16:49:59;Quarta;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 17;ROUBO SEGUIDO DE MORTE (LATROCINIO);2021-06-30;18:43:00;Quarta;Arma de fogo;Feminino;41;Ensino Médio Completo;Não Informada
Jucás;AIS 10;HOMICIDIO DOLOSO;2021-06-30;19:30:00;Quarta;Arma de fogo;Masculino;44;Alfabetizado;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-06-30;20:19:59;Quarta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Chorozinho;AIS 25;HOMICIDIO DOLOSO;2021-06-30;20:30:00;Quarta;Arma de fogo;Masculino;21;Ensino Fundamental Completo;Parda
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2021-06-30;20:58:00;Quarta;Arma de fogo;Masculino;37;Ensino Médio Completo;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-06-30;22:30:00;Quarta;Arma de fogo;Masculino;29;Ensino Médio Completo;Não Informada
Icó;AIS 34;HOMICIDIO DOLOSO;2021-06-30;23:30:00;Quarta;Arma de fogo;Masculino;28;Ensino Médio Completo;Preta
Ibaretama;AIS 09;HOMICIDIO DOLOSO;2021-07-01;10:00:00;Quinta;Arma de fogo;Masculino;29;Alfabetizado;Não Informada
Itapipoca;AIS 11;HOMICIDIO DOLOSO;2021-07-01;18:00:00;Quinta;Arma de fogo;Masculino;28;Alfabetizado;Não Informada
Beberibe;AIS 30;HOMICIDIO DOLOSO;2021-07-01;22:00:00;Quinta;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Não Informada
Tabuleiro do Norte;AIS 01;HOMICIDIO DOLOSO;2021-07-01;23:30:00;Quinta;Arma de fogo;Masculino;17;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2021-07-01;23:36:00;Quinta;Arma de fogo;Feminino;19;Ensino Fundamental Incompleto;Parda
Uruburetama;AIS 11;HOMICIDIO DOLOSO;2021-07-02;01:00:00;Sexta;Arma de fogo;Masculino;21;Alfabetizado;Parda
Uruburetama;AIS 11;HOMICIDIO DOLOSO;2021-07-02;01:00:00;Sexta;Arma de fogo;Masculino;19;Não Informada;Não Informada
Quixeré;AIS 01;HOMICIDIO DOLOSO;2021-07-02;09:00:00;Sexta;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Quixeré;AIS 01;HOMICIDIO DOLOSO;2021-07-02;09:00:00;Sexta;Arma de fogo;Masculino;17;Não Informada;Não Informada
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2021-07-02;10:30:00;Sexta;Arma de fogo;Masculino;28;Ensino Fundamental Completo;Parda
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-07-02;13:34:00;Sexta;Arma de fogo;Masculino;17;Alfabetizado;Parda
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2021-07-02;13:56:00;Sexta;Arma de fogo;Masculino;21;Ensino Médio Completo;Parda
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-07-02;13:59:59;Sexta;Arma de fogo;Masculino;23;Ensino Médio Completo;Não Informada
Chorozinho;AIS 25;HOMICIDIO DOLOSO;2021-07-02;21:00:00;Sexta;Arma de fogo;Masculino;32;Alfabetizado;Não Informada
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-07-02;21:00:00;Sexta;Arma de fogo;Masculino;51;Não Informada;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-07-02;21:29:59;Sexta;Arma de fogo;Feminino;17;Não Informada;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2021-07-02;22:00:00;Sexta;Arma de fogo;Masculino;24;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2021-07-02;22:59:59;Sexta;Arma de fogo;Masculino;19;Ensino Médio Completo;Branca
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2021-07-03;01:59:59;Sábado;Arma de fogo;Feminino;39;Ensino Fundamental Incompleto;Parda
Fortaleza;AIS 21;FEMINICÍDIO;2021-07-03;01:59:59;Sábado;Arma branca;Feminino;28;Alfabetizado;Não Informada
Cascavel;AIS 15;HOMICIDIO DOLOSO;2021-07-03;04:59:59;Sábado;Arma branca;Masculino;62;Não Informada;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;2021-07-03;11:22:00;Sábado;Outros meios;Feminino;Não Informada;Não Informada;Não Informada
Chorozinho;AIS 25;HOMICIDIO DOLOSO;2021-07-03;13:35:59;Sábado;Arma de fogo;Masculino;30;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2021-07-03;18:45:00;Sábado;Arma de fogo;Masculino;21;Não Informada;Não Informada
Choró;AIS 09;HOMICIDIO DOLOSO;2021-07-03;19:59:59;Sábado;Arma de fogo;Masculino;24;Ensino Fundamental Completo;Parda
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-07-03;19:59:59;Sábado;Arma de fogo;Masculino;33;Alfabetizado;Parda
Jijoca de Jericoacoara;AIS 11;HOMICIDIO DOLOSO;2021-07-03;20:40:00;Sábado;Arma de fogo;Feminino;50;Alfabetizado;Não Informada
Parambu;AIS 13;LESAO CORPORAL SEGUIDA DE MORTE;2021-07-03;21:00:00;Sábado;Outros meios;Masculino;26;Não Alfabetizado;Parda
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-07-03;23:04:00;Sábado;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-07-04;02:09:00;Domingo;Arma de fogo;Masculino;24;Alfabetizado;Branca
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-07-04;04:30:00;Domingo;Arma de fogo;Masculino;32;Ensino Médio Completo;Não Informada
Guaraciaba do Norte;AIS 27;HOMICIDIO DOLOSO;2021-07-04;07:59:59;Domingo;Arma de fogo;Masculino;16;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-07-04;09:29:59;Domingo;Arma branca;Masculino;39;Alfabetizado;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-07-04;10:59:59;Domingo;Arma de fogo;Masculino;32;Alfabetizado;Parda
Madalena;AIS 04;HOMICIDIO DOLOSO;2021-07-04;16:00:00;Domingo;Outros meios;Feminino;25;Ensino Médio Completo;Parda
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-07-04;16:49:59;Domingo;Arma de fogo;Masculino;40;Ensino Fundamental Completo;Parda
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-07-04;17:13:59;Domingo;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Maranguape;AIS 24;HOMICIDIO DOLOSO;2021-07-04;17:44:59;Domingo;Arma de fogo;Masculino;18;Ensino Médio Incompleto;Não Informada
Aracati;AIS 30;HOMICIDIO DOLOSO;2021-07-04;18:00:00;Domingo;Arma de fogo;Masculino;27;Alfabetizado;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;2021-07-04;18:19:59;Domingo;Arma de fogo;Masculino;25;Não Informada;Não Informada
Limoeiro do Norte;AIS 01;HOMICIDIO DOLOSO;2021-07-04;23:50:00;Domingo;Arma de fogo;Masculino;37;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-07-05;00:08:00;Segunda;Arma de fogo;Masculino;25;Ensino Fundamental Incompleto;Branca
Parambu;AIS 13;HOMICIDIO DOLOSO;2021-07-05;00:29:59;Segunda;Arma de fogo;Masculino;24;Ensino Fundamental Completo;Branca
Maranguape;AIS 24;HOMICIDIO DOLOSO;2021-07-05;06:19:59;Segunda;Outros meios;Masculino;18;Ensino Fundamental Incompleto;Parda
Jaguaruana;AIS 01;HOMICIDIO DOLOSO;2021-07-05;18:29:59;Segunda;Arma de fogo;Masculino;49;Ensino Médio Completo;Não Informada
Paraipaba;AIS 23;HOMICIDIO DOLOSO;2021-07-05;21:45:00;Segunda;Arma de fogo;Masculino;18;Alfabetizado;Parda
Fortaleza;AIS 05;HOMICIDIO DOLOSO;2021-07-06;03:00:00;Terça;Outros meios;Feminino;17;Ensino Médio Incompleto;Não Informada
Pentecoste;AIS 11;HOMICIDIO DOLOSO;2021-07-06;04:30:00;Terça;Arma de fogo;Masculino;31;Alfabetizado;Parda
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-07-06;06:19:59;Terça;Arma de fogo;Masculino;23;Alfabetizado;Parda
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-07-06;12:00:00;Terça;Arma de fogo;Masculino;16;Ensino Fundamental Incompleto;Não Informada
Iguatu;AIS 10;HOMICIDIO DOLOSO;2021-07-06;15:30:00;Terça;Arma de fogo;Masculino;23;Ensino Fundamental Completo;Não Informada
Redenção;AIS 29;HOMICIDIO DOLOSO;2021-07-06;16:00:00;Terça;Arma de fogo;Masculino;39;Alfabetizado;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-07-06;16:59:59;Terça;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-07-06;18:00:00;Terça;Arma de fogo;Feminino;24;Não Informada;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-07-06;18:52:00;Terça;Arma de fogo;Masculino;24;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;2021-07-06;21:52:00;Terça;Arma de fogo;Masculino;17;Alfabetizado;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;2021-07-06;22:39:00;Terça;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-07-07;07:34:59;Quarta;Arma de fogo;Masculino;24;Ensino Fundamental Completo;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2021-07-07;07:49:59;Quarta;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Forquilha;AIS 03;HOMICIDIO DOLOSO;2021-07-07;09:00:00;Quarta;Arma de fogo;Masculino;32;Alfabetizado;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2021-07-07;15:35:00;Quarta;Arma de fogo;Masculino;30;Não Alfabetizado;Parda
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2021-07-07;19:30:00;Quarta;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Caridade;AIS 04;HOMICIDIO DOLOSO;2021-07-07;19:59:59;Quarta;Arma de fogo;Masculino;18;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 22;HOMICIDIO DOLOSO;2021-07-07;21:29:59;Quarta;Outros meios;Masculino;25;Ensino Médio Incompleto;Parda
Crato;AIS 02;HOMICIDIO DOLOSO;2021-07-08;04:40:00;Quinta;Arma branca;Masculino;28;Ensino Médio Completo;Não Informada
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2021-07-08;07:00:00;Quinta;Arma de fogo;Masculino;54;Ensino Médio Completo;Não Informada
Ipu;AIS 07;HOMICIDIO DOLOSO;2021-07-08;10:00:00;Quinta;Outros meios;Feminino;33;Ensino Médio Incompleto;Parda
Fortaleza;AIS 05;HOMICIDIO DOLOSO;2021-07-08;10:11:59;Quinta;Arma de fogo;Masculino;31;Ensino Médio Incompleto;Não Informada
Aracati;AIS 30;HOMICIDIO DOLOSO;2021-07-08;13:59:59;Quinta;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Ibiapina;AIS 27;HOMICIDIO DOLOSO;2021-07-08;21:00:00;Quinta;Arma de fogo;Masculino;17;Alfabetizado;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-07-08;21:29:59;Quinta;Arma de fogo;Masculino;31;Não Alfabetizado;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-07-09;00:03:00;Sexta;Arma de fogo;Masculino;19;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2021-07-09;03:00:00;Sexta;Arma de fogo;Feminino;37;Ensino Fundamental Completo;Não Informada
Morada Nova;AIS 09;HOMICIDIO DOLOSO;2021-07-09;09:00:00;Sexta;Arma branca;Masculino;Não Informada;Não Informada;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;2021-07-09;10:14:59;Sexta;Outros meios;Feminino;18;Ensino Médio Incompleto;Não Informada
Sobral;AIS 03;ROUBO SEGUIDO DE MORTE (LATROCINIO);2021-07-09;10:20:00;Sexta;Arma de fogo;Masculino;33;Ensino Médio Completo;Parda
Quixelô;AIS 10;HOMICIDIO DOLOSO;2021-07-09;10:59:59;Sexta;Arma de fogo;Masculino;55;Alfabetizado;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-07-09;14:00:00;Sexta;Outros meios;Masculino;17;Ensino Fundamental Incompleto;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2021-07-09;14:15:00;Sexta;Outros meios;Masculino;75;Ensino Médio Completo;Não Informada
Guaiúba;AIS 24;HOMICIDIO DOLOSO;2021-07-09;15:35:00;Sexta;Outros meios;Feminino;Não Informada;Não Informada;Não Informada
Itatira;AIS 04;HOMICIDIO DOLOSO;2021-07-09;16:30:00;Sexta;Arma de fogo;Masculino;18;Alfabetizado;Parda
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-07-09;17:54:00;Sexta;Arma de fogo;Masculino;27;Alfabetizado;Parda
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2021-07-09;19:00:00;Sexta;Arma de fogo;Masculino;57;Alfabetizado;Não Informada
Fortaleza;AIS 22;HOMICIDIO DOLOSO;2021-07-09;20:00:00;Sexta;Arma de fogo;Masculino;34;Ensino Fundamental Incompleto;Parda
Russas;AIS 01;HOMICIDIO DOLOSO;2021-07-09;20:19:59;Sexta;Arma de fogo;Feminino;15;Ensino Fundamental Incompleto;Branca
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-07-09;20:43:00;Sexta;Arma de fogo;Masculino;25;Ensino Fundamental Completo;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-07-09;21:30:00;Sexta;Arma de fogo;Masculino;30;Alfabetizado;Parda
Cariré;AIS 03;HOMICIDIO DOLOSO;2021-07-10;01:34:59;Sábado;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Morada Nova;AIS 09;HOMICIDIO DOLOSO;2021-07-10;01:59:59;Sábado;Outros meios;Feminino;40;Ensino Médio Completo;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;2021-07-10;03:30:00;Sábado;Arma branca;Masculino;32;Alfabetizado;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-07-10;16:00:00;Sábado;Arma de fogo;Masculino;18;Não Informada;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-07-10;17:30:00;Sábado;Arma de fogo;Masculino;34;Ensino Fundamental Incompleto;Não Informada
Tianguá;AIS 27;HOMICIDIO DOLOSO;2021-07-10;18:00:00;Sábado;Arma de fogo;Masculino;31;Alfabetizado;Parda
Limoeiro do Norte;AIS 01;HOMICIDIO DOLOSO;2021-07-10;19:30:00;Sábado;Arma de fogo;Masculino;16;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-07-10;19:56:59;Sábado;Arma de fogo;Masculino;37;Ensino Fundamental Completo;Não Informada
Ibiapina;AIS 27;HOMICIDIO DOLOSO;2021-07-10;22:00:00;Sábado;Arma de fogo;Masculino;19;Alfabetizado;Parda
Caucaia;AIS 26;HOMICIDIO DOLOSO;2021-07-11;01:59:59;Domingo;Arma de fogo;Masculino;16;Alfabetizado;Não Informada
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2021-07-11;05:10:00;Domingo;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Fortaleza;AIS 22;HOMICIDIO DOLOSO;2021-07-11;13:28:00;Domingo;Arma de fogo;Masculino;24;Ensino Fundamental Incompleto;Parda
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-07-11;15:34:00;Domingo;Arma de fogo;Masculino;48;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-07-11;15:55:00;Domingo;Arma de fogo;Masculino;30;Alfabetizado;Não Informada
Eusébio;AIS 15;HOMICIDIO DOLOSO;2021-07-11;17:12:00;Domingo;Arma de fogo;Masculino;32;Ensino Médio Completo;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-07-11;17:19:59;Domingo;Arma de fogo;Masculino;29;Alfabetizado;Parda
Massapê;AIS 03;HOMICIDIO DOLOSO;2021-07-11;23:30:00;Domingo;Arma de fogo;Masculino;27;Não Informada;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2021-07-12;03:29:59;Segunda;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
São Benedito;AIS 27;HOMICIDIO DOLOSO;2021-07-12;12:00:00;Segunda;Arma branca;Masculino;68;Alfabetizado;Não Informada
Guaiúba;AIS 24;LESAO CORPORAL SEGUIDA DE MORTE;2021-07-12;15:29:59;Segunda;Arma branca;Masculino;62;Ensino Médio Completo;Não Informada
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-07-12;16:51:59;Segunda;Arma de fogo;Masculino;32;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2021-07-12;18:16:00;Segunda;Arma de fogo;Masculino;37;Ensino Médio Completo;Não Informada
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2021-07-12;18:29:59;Segunda;Arma de fogo;Masculino;32;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;2021-07-12;19:00:00;Segunda;Arma de fogo;Masculino;25;Alfabetizado;Parda
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2021-07-12;20:23:00;Segunda;Arma de fogo;Masculino;21;Ensino Médio Incompleto;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2021-07-12;21:19:59;Segunda;Arma de fogo;Masculino;29;Alfabetizado;Não Informada
Redenção;AIS 29;HOMICIDIO DOLOSO;2021-07-13;10:00:00;Terça;Arma de fogo;Masculino;40;Ensino Fundamental Completo;Não Informada
Novo Oriente;AIS 07;HOMICIDIO DOLOSO;2021-07-13;13:00:00;Terça;Arma branca;Masculino;41;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2021-07-13;13:45:00;Terça;Arma de fogo;Masculino;27;Ensino Fundamental Completo;Parda
Beberibe;AIS 30;HOMICIDIO DOLOSO;2021-07-13;15:29:59;Terça;Arma de fogo;Masculino;26;Ensino Médio Completo;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;2021-07-13;19:59:59;Terça;Arma de fogo;Masculino;29;Alfabetizado;Parda
Pacatuba;AIS 24;HOMICIDIO DOLOSO;2021-07-13;19:59:59;Terça;Arma de fogo;Feminino;15;Não Informada;Não Informada
Senador Sá;AIS 03;HOMICIDIO DOLOSO;2021-07-13;21:40:00;Terça;Arma de fogo;Masculino;43;Alfabetizado;Não Informada
Santana do Acaraú;AIS 03;HOMICIDIO DOLOSO;2021-07-13;22:30:00;Terça;Arma de fogo;Masculino;22;Ensino Fundamental Incompleto;Não Informada
Santana do Acaraú;AIS 03;HOMICIDIO DOLOSO;2021-07-13;22:30:00;Terça;Arma de fogo;Masculino;23;Ensino Médio Completo;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;2021-07-14;00:29:59;Quarta;Arma de fogo;Feminino;18;Ensino Médio Incompleto;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;2021-07-14;00:29:59;Quarta;Arma de fogo;Feminino;18;Ensino Médio Incompleto;Não Informada
Apuiarés;AIS 11;HOMICIDIO DOLOSO;2021-07-14;01:59:59;Quarta;Arma de fogo;Masculino;30;Alfabetizado;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2021-07-14;07:20:59;Quarta;Arma de fogo;Feminino;27;Ensino Fundamental Incompleto;Não Informada
Jijoca de Jericoacoara;AIS 11;HOMICIDIO DOLOSO;2021-07-14;08:15:00;Quarta;Arma de fogo;Masculino;19;Não Informada;Branca
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-07-14;13:00:00;Quarta;Arma branca;Masculino;14;Alfabetizado;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-07-14;13:30:00;Quarta;Arma de fogo;Masculino;39;Ensino Fundamental Incompleto;Não Informada
Limoeiro do Norte;AIS 01;HOMICIDIO DOLOSO;2021-07-14;16:00:00;Quarta;Arma de fogo;Feminino;21;Ensino Fundamental Completo;Não Informada
Aquiraz;AIS 15;HOMICIDIO DOLOSO;2021-07-14;17:32:00;Quarta;Arma branca;Masculino;67;Não Informada;Não Informada
Jaguaruana;AIS 01;HOMICIDIO DOLOSO;2021-07-14;19:00:00;Quarta;Arma de fogo;Masculino;19;Ensino Médio Incompleto;Não Informada
Massapê;AIS 03;HOMICIDIO DOLOSO;2021-07-14;22:00:00;Quarta;Arma de fogo;Masculino;25;Alfabetizado;Parda
Choró;AIS 09;HOMICIDIO DOLOSO;2021-07-15;00:00:00;Quinta;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Cascavel;AIS 15;HOMICIDIO DOLOSO;2021-07-15;05:30:00;Quinta;Arma branca;Masculino;48;Alfabetizado;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-07-15;08:48:00;Quinta;Arma de fogo;Masculino;34;Ensino Fundamental Incompleto;Não Informada
Poranga;AIS 07;HOMICIDIO DOLOSO;2021-07-15;16:30:00;Quinta;Arma de fogo;Masculino;30;Alfabetizado;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-07-15;16:49:59;Quinta;Arma de fogo;Masculino;33;Alfabetizado;Não Informada
Caridade;AIS 04;HOMICIDIO DOLOSO;2021-07-15;17:30:00;Quinta;Arma de fogo;Feminino;32;Ensino Fundamental Incompleto;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2021-07-15;19:30:00;Quinta;Arma de fogo;Masculino;35;Alfabetizado;Não Informada
Uruburetama;AIS 11;HOMICIDIO DOLOSO;2021-07-15;21:00:00;Quinta;Arma de fogo;Masculino;19;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2021-07-15;21:16:00;Quinta;Arma de fogo;Feminino;29;Alfabetizado;Não Informada
Santa Quitéria;AIS 07;HOMICIDIO DOLOSO;2021-07-16;02:30:00;Sexta;Arma de fogo;Masculino;34;Ensino Médio Completo;Parda
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2021-07-16;11:50:00;Sexta;Arma de fogo;Masculino;70;Ensino Fundamental Completo;Não Informada
Beberibe;AIS 30;HOMICIDIO DOLOSO;2021-07-16;13:00:00;Sexta;Arma de fogo;Feminino;57;Alfabetizado;Não Informada
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2021-07-16;18:50:59;Sexta;Arma de fogo;Masculino;32;Não Informada;Parda
Fortaleza;AIS 05;HOMICIDIO DOLOSO;2021-07-16;19:59:59;Sexta;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-07-16;21:00:00;Sexta;Arma de fogo;Feminino;21;Alfabetizado;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-07-16;21:00:00;Sexta;Arma de fogo;Feminino;19;Ensino Médio Completo;Não Informada
Aquiraz;AIS 15;HOMICIDIO DOLOSO;2021-07-16;21:29:59;Sexta;Arma de fogo;Masculino;21;Alfabetizado;Não Informada
Ocara;AIS 29;HOMICIDIO DOLOSO;2021-07-17;08:30:00;Sábado;Arma de fogo;Masculino;18;Não Informada;Não Informada
Caucaia;AIS Não Identificada (Caucaia);HOMICIDIO DOLOSO;2021-07-17;10:11:00;Sábado;Arma branca;Masculino;Não Informada;Não Informada;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-07-17;11:19:59;Sábado;Arma de fogo;Masculino;25;Ensino Fundamental Incompleto;Não Informada
São Gonçalo do Amarante;AIS 23;HOMICIDIO DOLOSO;2021-07-17;12:00:00;Sábado;Arma branca;Masculino;26;Ensino Fundamental Incompleto;Não Informada
Jaguaruana;AIS 01;HOMICIDIO DOLOSO;2021-07-17;16:59:59;Sábado;Arma branca;Masculino;38;Ensino Médio Completo;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2021-07-17;22:59:59;Sábado;Arma de fogo;Masculino;38;Não Alfabetizado;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2021-07-17;23:19:59;Sábado;Arma de fogo;Masculino;23;Ensino Fundamental Incompleto;Não Informada
Eusébio;AIS 15;HOMICIDIO DOLOSO;2021-07-18;00:24:00;Domingo;Arma de fogo;Masculino;38;Não Alfabetizado;Parda
Jijoca de Jericoacoara;AIS 11;HOMICIDIO DOLOSO;2021-07-18;21:30:00;Domingo;Arma de fogo;Masculino;26;Ensino Médio Completo;Parda
Itaitinga;AIS 25;HOMICIDIO DOLOSO;2021-07-19;07:41:00;Segunda;Arma de fogo;Masculino;65;Alfabetizado;Não Informada
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-07-19;11:34:59;Segunda;Arma de fogo;Masculino;34;Ensino Fundamental Incompleto;Não Informada
Itapipoca;AIS 11;HOMICIDIO DOLOSO;2021-07-19;12:29:59;Segunda;Arma branca;Masculino;56;Não Alfabetizado;Não Informada
Fortaleza;AIS 22;HOMICIDIO DOLOSO;2021-07-19;13:49:59;Segunda;Arma de fogo;Masculino;40;Ensino Fundamental Incompleto;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2021-07-19;18:08:00;Segunda;Arma de fogo;Masculino;53;Alfabetizado;Não Informada
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2021-07-19;19:49:59;Segunda;Arma de fogo;Masculino;39;Ensino Médio Completo;Parda
Choró;AIS 09;HOMICIDIO DOLOSO;2021-07-19;21:00:00;Segunda;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Maranguape;AIS 24;FEMINICÍDIO;2021-07-20;17:30:00;Terça;Arma branca;Feminino;48;Ensino Fundamental Incompleto;Parda
Ibiapina;AIS 27;HOMICIDIO DOLOSO;2021-07-20;18:35:00;Terça;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Palhano;AIS 30;HOMICIDIO DOLOSO;2021-07-20;19:00:00;Terça;Arma de fogo;Feminino;52;Ensino Fundamental Completo;Não Informada
Maranguape;AIS 24;HOMICIDIO DOLOSO;2021-07-20;19:47:00;Terça;Arma de fogo;Feminino;36;Ensino Fundamental Incompleto;Parda
Orós;AIS 34;HOMICIDIO DOLOSO;2021-07-20;19:59:59;Terça;Arma de fogo;Masculino;76;Alfabetizado;Parda
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-07-20;20:19:59;Terça;Arma de fogo;Masculino;17;Alfabetizado;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-07-20;21:18:00;Terça;Arma de fogo;Masculino;20;Alfabetizado;Parda
Iguatu;AIS 10;HOMICIDIO DOLOSO;2021-07-20;22:59:59;Terça;Arma de fogo;Masculino;22;Ensino Fundamental Completo;Não Informada
