Município;AIS;Natureza;Data;Hora;Dia da Semana;Meio Empregado;Gênero;Idade da Vítima;Escolaridade da Vítima;Raça da Vítima
Varjota;AIS 07;HOMICIDIO DOLOSO;2022-01-01;00:40:00;Sábado;Arma branca;Masculino;18;Não Informada;Não Informada
Aiuaba;AIS 13;HOMICIDIO DOLOSO;2022-01-01;01:00:00;Sábado;Arma de fogo;Masculino;38;Não Informada;Parda
Maranguape;AIS 24;HOMICIDIO DOLOSO;2022-01-01;01:30:00;Sábado;Arma de fogo;Masculino;20;Ensino Médio Incompleto;Não Informada
Jucás;AIS 10;HOMICIDIO DOLOSO;2022-01-01;02:30:00;Sábado;Arma branca;Masculino;21;Ensino Fundamental Incompleto;Parda
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2022-01-01;04:28:00;Sábado;Arma de fogo;Masculino;23;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2022-01-01;04:59:59;Sábado;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2022-01-01;12:11:00;Sábado;Arma de fogo;Feminino;30;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-01-01;13:25:00;Sábado;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2022-01-01;14:00:00;Sábado;Arma de fogo;Masculino;35;Alfabetizado;Não Informada
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2022-01-01;14:10:00;Sábado;Arma de fogo;Masculino;26;Alfabetizado;Não Informada
Boa Viagem;AIS 04;HOMICIDIO DOLOSO;2022-01-01;17:00:00;Sábado;Arma branca;Feminino;33;Ensino Fundamental Incompleto;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;2022-01-01;17:50:00;Sábado;Arma de fogo;Masculino;22;Ensino Fundamental Completo;Não Informada
Quixeramobim;AIS 09;HOMICIDIO DOLOSO;2022-01-01;17:50:00;Sábado;Arma branca;Masculino;41;Alfabetizado;Não Informada
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2022-01-01;18:40:00;Sábado;Arma de fogo;Masculino;17;Alfabetizado;Não Informada
Reriutaba;AIS 07;HOMICIDIO DOLOSO;2022-01-01;18:49:59;Sábado;Arma branca;Masculino;23;Ensino Médio Completo;Parda
Missão Velha;AIS 02;HOMICIDIO DOLOSO;2022-01-01;19:00:00;Sábado;Arma de fogo;Masculino;17;Não Informada;Parda
Groaíras;AIS 03;HOMICIDIO DOLOSO;2022-01-01;20:15:00;Sábado;Arma de fogo;Masculino;19;Não Informada;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-01-01;21:21:00;Sábado;Arma de fogo;Masculino;24;Ensino Médio Completo;Não Informada
Pentecoste;AIS 11;HOMICIDIO DOLOSO;2022-01-01;21:29:59;Sábado;Outros meios;Masculino;21;Ensino Fundamental Incompleto;Parda
Senador Pompeu;AIS 09;HOMICIDIO DOLOSO;2022-01-01;23:30:00;Sábado;Outros meios;Masculino;19;Alfabetizado;Parda
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2022-01-02;02:55:00;Domingo;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Russas;AIS 01;HOMICIDIO DOLOSO;2022-01-02;06:00:00;Domingo;Arma de fogo;Masculino;20;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-01-02;08:19:59;Domingo;Arma de fogo;Masculino;21;Ensino Fundamental Incompleto;Branca
Pacajus;AIS 25;HOMICIDIO DOLOSO;2022-01-02;11:50:00;Domingo;Arma de fogo;Masculino;29;Ensino Fundamental Incompleto;Não Informada
Mulungu;AIS 29;HOMICIDIO DOLOSO;2022-01-02;14:19:59;Domingo;Arma de fogo;Masculino;58;Alfabetizado;Não Informada
Quixadá;AIS 09;HOMICIDIO DOLOSO;2022-01-02;19:00:00;Domingo;Arma de fogo;Feminino;18;Alfabetizado;Não Informada
Jaguaruana;AIS 01;HOMICIDIO DOLOSO;2022-01-02;20:19:59;Domingo;Arma de fogo;Masculino;30;Ensino Fundamental Completo;Parda
Groaíras;AIS 03;FEMINICÍDIO;2022-01-02;21:00:00;Domingo;Outros meios;Feminino;24;Não Informada;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2022-01-03;02:00:00;Segunda;Arma de fogo;Masculino;39;Alfabetizado;Branca
Uruburetama;AIS 11;HOMICIDIO DOLOSO;2022-01-03;07:00:00;Segunda;Arma branca;Masculino;29;Alfabetizado;Não Informada
Bela Cruz;AIS 11;HOMICIDIO DOLOSO;2022-01-03;08:00:00;Segunda;Arma de fogo;Masculino;29;Não Informada;Parda
Fortaleza;AIS 21;ROUBO SEGUIDO DE MORTE (LATROCINIO);2022-01-03;10:00:00;Segunda;Arma de fogo;Masculino;62;Alfabetizado;Não Informada
Itapajé;AIS 11;HOMICIDIO DOLOSO;2022-01-03;20:00:00;Segunda;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Itarema;AIS 11;HOMICIDIO DOLOSO;2022-01-04;05:38:00;Terça;Arma de fogo;Masculino;34;Alfabetizado;Parda
Aracati;AIS 30;HOMICIDIO DOLOSO;2022-01-04;16:30:00;Terça;Arma de fogo;Masculino;32;Alfabetizado;Parda
Maracanaú;AIS 14;LESAO CORPORAL SEGUIDA DE MORTE;2022-01-04;17:00:00;Terça;Outros meios;Masculino;56;Não Informada;Não Informada
Solonópole;AIS 09;HOMICIDIO DOLOSO;2022-01-04;20:15:00;Terça;Arma de fogo;Masculino;24;Alfabetizado;Parda
Campos Sales;AIS 33;HOMICIDIO DOLOSO;2022-01-05;11:30:00;Quarta;Arma de fogo;Masculino;53;Ensino Fundamental Incompleto;Não Informada
Quixeramobim;AIS 09;HOMICIDIO DOLOSO;2022-01-05;19:00:00;Quarta;Outros meios;Masculino;17;Ensino Fundamental Completo;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;2022-01-05;21:45:00;Quarta;Arma branca;Masculino;55;Alfabetizado;Parda
Caucaia;AIS 26;HOMICIDIO DOLOSO;2022-01-06;03:09:59;Quinta;Arma de fogo;Masculino;30;Alfabetizado;Não Informada
Santana do Acaraú;AIS 03;HOMICIDIO DOLOSO;2022-01-06;06:00:00;Quinta;Arma de fogo;Masculino;44;Ensino Médio Completo;Preta
Quixeré;AIS 01;HOMICIDIO DOLOSO;2022-01-06;07:20:00;Quinta;Arma de fogo;Masculino;35;Ensino Médio Incompleto;Parda
Caucaia;AIS 26;HOMICIDIO DOLOSO;2022-01-06;07:39:59;Quinta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2022-01-06;10:00:00;Quinta;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;2022-01-06;11:50:00;Quinta;Arma de fogo;Masculino;32;Ensino Médio Completo;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-01-06;12:53:00;Quinta;Arma de fogo;Masculino;33;Ensino Fundamental Incompleto;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2022-01-06;15:40:00;Quinta;Arma de fogo;Masculino;15;Alfabetizado;Não Informada
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2022-01-06;17:39:59;Quinta;Arma de fogo;Masculino;59;Alfabetizado;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2022-01-06;18:00:00;Quinta;Arma de fogo;Masculino;58;Alfabetizado;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2022-01-06;18:29:59;Quinta;Arma de fogo;Masculino;47;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-01-06;19:59:59;Quinta;Arma de fogo;Masculino;41;Ensino Médio Completo;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2022-01-07;01:00:00;Sexta;Arma de fogo;Masculino;26;Alfabetizado;Não Informada
Caucaia;AIS 26;ROUBO SEGUIDO DE MORTE (LATROCINIO);2022-01-07;13:09:59;Sexta;Arma de fogo;Feminino;44;Ensino Fundamental Incompleto;Não Informada
Limoeiro do Norte;AIS 01;HOMICIDIO DOLOSO;2022-01-07;19:59:59;Sexta;Arma de fogo;Masculino;39;Alfabetizado;Não Informada
Jaguaribe;AIS 31;HOMICIDIO DOLOSO;2022-01-07;20:00:00;Sexta;Arma de fogo;Masculino;34;Alfabetizado;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2022-01-08;01:14:59;Sábado;Arma de fogo;Masculino;51;Ensino Fundamental Incompleto;Não Informada
São João do Jaguaribe;AIS 01;HOMICIDIO DOLOSO;2022-01-08;13:00:00;Sábado;Arma de fogo;Masculino;38;Alfabetizado;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-01-08;16:50:00;Sábado;Arma de fogo;Masculino;38;Alfabetizado;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2022-01-08;19:28:00;Sábado;Arma de fogo;Masculino;41;Superior Incompleto;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2022-01-08;19:39:59;Sábado;Arma de fogo;Masculino;17;Ensino Médio Completo;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2022-01-08;19:59:59;Sábado;Arma de fogo;Masculino;38;Alfabetizado;Não Informada
Amontada;AIS 11;HOMICIDIO DOLOSO;2022-01-08;20:30:00;Sábado;Arma de fogo;Masculino;29;Ensino Médio Completo;Parda
Iracema;AIS 31;HOMICIDIO DOLOSO;2022-01-08;20:39:59;Sábado;Arma de fogo;Masculino;28;Não Informada;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-01-08;22:59:59;Sábado;Arma branca;Masculino;Não Informada;Não Informada;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;2022-01-09;01:30:00;Domingo;Arma de fogo;Masculino;20;Ensino Fundamental Completo;Parda
Umirim;AIS 11;HOMICIDIO DOLOSO;2022-01-09;07:30:00;Domingo;Arma de fogo;Masculino;21;Alfabetizado;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-01-09;10:32:00;Domingo;Arma de fogo;Feminino;34;Alfabetizado;Não Informada
Tianguá;AIS 27;HOMICIDIO DOLOSO;2022-01-09;10:59:59;Domingo;Arma de fogo;Masculino;29;Ensino Fundamental Completo;Parda
General Sampaio;AIS 11;HOMICIDIO DOLOSO;2022-01-09;12:29:59;Domingo;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2022-01-09;13:44:00;Domingo;Outros meios;Feminino;50;Alfabetizado;Não Informada
Fortaleza;AIS 19;FEMINICÍDIO;2022-01-09;13:59:59;Domingo;Arma de fogo;Feminino;16;Não Informada;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2022-01-09;20:30:00;Domingo;Arma de fogo;Masculino;43;Alfabetizado;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-01-10;00:13:00;Segunda;Arma de fogo;Masculino;21;Ensino Fundamental Incompleto;Não Informada
Pedra Branca;AIS 09;HOMICIDIO DOLOSO;2022-01-10;01:30:00;Segunda;Arma branca;Masculino;29;Não Informada;Parda
Fortaleza;AIS 06;HOMICIDIO DOLOSO;2022-01-10;02:55:00;Segunda;Arma de fogo;Masculino;35;Alfabetizado;Não Informada
Jaguaribe;AIS 31;HOMICIDIO DOLOSO;2022-01-10;03:00:00;Segunda;Arma de fogo;Masculino;31;Ensino Fundamental Incompleto;Parda
São Gonçalo do Amarante;AIS 23;HOMICIDIO DOLOSO;2022-01-10;07:00:00;Segunda;Arma de fogo;Masculino;41;Alfabetizado;Branca
Araripe;AIS 33;HOMICIDIO DOLOSO;2022-01-10;07:14:59;Segunda;Arma de fogo;Masculino;65;Ensino Médio Completo;Não Informada
Pentecoste;AIS 11;HOMICIDIO DOLOSO;2022-01-10;07:30:00;Segunda;Arma de fogo;Masculino;31;Alfabetizado;Não Informada
Aracati;AIS 30;HOMICIDIO DOLOSO;2022-01-10;14:30:00;Segunda;Arma de fogo;Masculino;28;Ensino Fundamental Completo;Parda
São João do Jaguaribe;AIS 01;HOMICIDIO DOLOSO;2022-01-10;18:00:00;Segunda;Arma de fogo;Masculino;24;Não Informada;Branca
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2022-01-10;19:00:00;Segunda;Arma de fogo;Masculino;42;Ensino Fundamental Incompleto;Branca
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2022-01-10;19:39:59;Segunda;Arma de fogo;Masculino;16;Não Informada;Não Informada
Independência;AIS 07;ROUBO SEGUIDO DE MORTE (LATROCINIO);2022-01-10;21:29:59;Segunda;Arma branca;Feminino;64;Alfabetizado;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;2022-01-10;22:30:00;Segunda;Arma branca;Masculino;36;Alfabetizado;Não Informada
Iguatu;AIS 10;HOMICIDIO DOLOSO;2022-01-11;01:00:00;Terça;Arma branca;Masculino;36;Alfabetizado;Parda
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2022-01-11;03:29:59;Terça;Arma de fogo;Masculino;26;Não Informada;Não Informada
Morada Nova;AIS 09;HOMICIDIO DOLOSO;2022-01-11;10:30:00;Terça;Arma de fogo;Feminino;29;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;2022-01-11;14:38:00;Terça;Arma de fogo;Masculino;24;Ensino Fundamental Completo;Parda
Forquilha;AIS 03;HOMICIDIO DOLOSO;2022-01-11;15:49:59;Terça;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Tianguá;AIS 27;HOMICIDIO DOLOSO;2022-01-11;16:40:00;Terça;Arma de fogo;Masculino;30;Alfabetizado;Não Informada
Massapê;AIS 03;HOMICIDIO DOLOSO;2022-01-11;17:10:00;Terça;Arma de fogo;Masculino;46;Alfabetizado;Não Informada
Tianguá;AIS 27;HOMICIDIO DOLOSO;2022-01-11;17:50:00;Terça;Arma de fogo;Masculino;34;Alfabetizado;Parda
Jaguaribara;AIS 31;HOMICIDIO DOLOSO;2022-01-11;19:20:00;Terça;Arma de fogo;Masculino;35;Alfabetizado;Parda
Maranguape;AIS 24;HOMICIDIO DOLOSO;2022-01-11;19:30:00;Terça;Arma de fogo;Masculino;19;Ensino Médio Completo;Não Informada
Chorozinho;AIS 25;HOMICIDIO DOLOSO;2022-01-11;21:00:00;Terça;Arma de fogo;Masculino;36;Ensino Fundamental Completo;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2022-01-11;22:00:00;Terça;Arma de fogo;Masculino;20;Alfabetizado;Parda
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2022-01-11;22:30:00;Terça;Arma de fogo;Masculino;32;Ensino Médio Completo;Não Informada
Maranguape;AIS 24;HOMICIDIO DOLOSO;2022-01-11;22:59:59;Terça;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;2022-01-12;09:00:00;Quarta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Chorozinho;AIS 25;HOMICIDIO DOLOSO;2022-01-12;12:00:00;Quarta;Arma de fogo;Masculino;20;Não Informada;Não Informada
Fortaleza;AIS 22;HOMICIDIO DOLOSO;2022-01-12;12:40:00;Quarta;Arma de fogo;Masculino;19;Não Informada;Não Informada
Milhã;AIS 09;HOMICIDIO DOLOSO;2022-01-12;14:34:59;Quarta;Arma branca;Masculino;48;Alfabetizado;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2022-01-12;15:00:00;Quarta;Arma de fogo;Masculino;22;Ensino Fundamental Incompleto;Parda
Limoeiro do Norte;AIS 01;HOMICIDIO DOLOSO;2022-01-12;16:00:00;Quarta;Outros meios;Masculino;25;Alfabetizado;Parda
Beberibe;AIS 30;HOMICIDIO DOLOSO;2022-01-13;10:00:00;Quinta;Arma de fogo;Masculino;21;Ensino Fundamental Incompleto;Branca
Camocim;AIS 28;HOMICIDIO DOLOSO;2022-01-13;20:39:59;Quinta;Arma de fogo;Masculino;27;Não Informada;Não Informada
Fortaleza;AIS 21;ROUBO SEGUIDO DE MORTE (LATROCINIO);2022-01-13;22:50:00;Quinta;Arma de fogo;Masculino;26;Ensino Médio Completo;Não Informada
Baturité;AIS 29;HOMICIDIO DOLOSO;2022-01-14;03:00:00;Sexta;Arma de fogo;Masculino;27;Ensino Fundamental Completo;Não Informada
Baturité;AIS 29;HOMICIDIO DOLOSO;2022-01-14;03:00:00;Sexta;Arma de fogo;Feminino;28;Não Informada;Não Informada
Fortaleza;AIS 17;ROUBO SEGUIDO DE MORTE (LATROCINIO);2022-01-14;03:00:00;Sexta;Arma de fogo;Masculino;32;Não Informada;Não Informada
São Gonçalo do Amarante;AIS 23;HOMICIDIO DOLOSO;2022-01-14;11:00:00;Sexta;Arma de fogo;Masculino;28;Ensino Fundamental Completo;Não Informada
Russas;AIS 01;HOMICIDIO DOLOSO;2022-01-14;12:00:00;Sexta;Arma de fogo;Masculino;66;Ensino Fundamental Completo;Não Informada
Jaguaribara;AIS 31;HOMICIDIO DOLOSO;2022-01-14;13:40:00;Sexta;Arma de fogo;Masculino;23;Ensino Fundamental Incompleto;Não Informada
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2022-01-14;20:30:00;Sexta;Arma de fogo;Masculino;39;Alfabetizado;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2022-01-15;13:30:00;Sábado;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2022-01-15;13:59:59;Sábado;Arma de fogo;Masculino;25;Ensino Médio Completo;Não Informada
Bela Cruz;AIS 11;HOMICIDIO DOLOSO;2022-01-15;14:00:00;Sábado;Arma de fogo;Masculino;57;Não Alfabetizado;Não Informada
Alto Santo;AIS 31;HOMICIDIO DOLOSO;2022-01-15;15:00:00;Sábado;Arma de fogo;Masculino;28;Não Informada;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;2022-01-15;18:29:59;Sábado;Arma de fogo;Masculino;19;Ensino Fundamental Incompleto;Não Informada
Cascavel;AIS 15;HOMICIDIO DOLOSO;2022-01-15;21:00:00;Sábado;Arma de fogo;Masculino;22;Ensino Fundamental Completo;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;2022-01-16;10:00:00;Domingo;Arma de fogo;Masculino;50;Alfabetizado;Não Informada
Morada Nova;AIS 09;HOMICIDIO DOLOSO;2022-01-16;16:30:00;Domingo;Arma de fogo;Masculino;23;Ensino Médio Completo;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;2022-01-16;19:30:00;Domingo;Arma de fogo;Masculino;27;Alfabetizado;Não Informada
Morada Nova;AIS 09;HOMICIDIO DOLOSO;2022-01-16;21:30:00;Domingo;Arma de fogo;Masculino;22;Não Informada;Não Informada
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2022-01-17;00:00:09;Segunda;Arma de fogo;Masculino;37;Ensino Fundamental Completo;Não Informada
Irauçuba;AIS 11;HOMICIDIO DOLOSO;2022-01-17;03:00:00;Segunda;Outros meios;Masculino;37;Alfabetizado;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-01-17;12:00:00;Segunda;Arma de fogo;Masculino;21;Ensino Fundamental Incompleto;Parda
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-01-17;14:24:59;Segunda;Arma de fogo;Feminino;20;Ensino Fundamental Incompleto;Não Informada
Varjota;AIS 07;HOMICIDIO DOLOSO;2022-01-17;18:00:00;Segunda;Arma de fogo;Masculino;18;Ensino Médio Incompleto;Parda
Russas;AIS 01;HOMICIDIO DOLOSO;2022-01-17;20:00:00;Segunda;Arma de fogo;Masculino;29;Ensino Fundamental Completo;Não Informada
Cascavel;AIS 15;HOMICIDIO DOLOSO;2022-01-17;21:00:00;Segunda;Arma de fogo;Masculino;29;Ensino Médio Completo;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2022-01-17;22:00:00;Segunda;Arma de fogo;Masculino;39;Ensino Fundamental Completo;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2022-01-17;22:00:00;Segunda;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2022-01-17;22:54:00;Segunda;Arma de fogo;Feminino;20;Não Informada;Não Informada
General Sampaio;AIS 11;HOMICIDIO DOLOSO;2022-01-18;07:30:00;Terça;Arma de fogo;Masculino;14;Alfabetizado;Não Informada
Jaguaruana;AIS 01;HOMICIDIO DOLOSO;2022-01-18;09:49:59;Terça;Arma de fogo;Masculino;31;Não Alfabetizado;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;2022-01-18;13:39:59;Terça;Arma de fogo;Masculino;60;Ensino Fundamental Completo;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2022-01-18;17:30:00;Terça;Arma de fogo;Masculino;30;Alfabetizado;Parda
Caucaia;AIS 12;HOMICIDIO DOLOSO;2022-01-18;17:30:00;Terça;Outros meios;Masculino;28;Alfabetizado;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2022-01-18;18:00:00;Terça;Arma de fogo;Masculino;19;Não Informada;Não Informada
Croatá;AIS 27;HOMICIDIO DOLOSO;2022-01-18;19:00:00;Terça;Arma de fogo;Masculino;45;Alfabetizado;Parda
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2022-01-18;19:23:59;Terça;Arma de fogo;Masculino;61;Ensino Médio Completo;Parda
Barreira;AIS 29;HOMICIDIO DOLOSO;2022-01-18;20:00:00;Terça;Arma de fogo;Masculino;34;Alfabetizado;Não Informada
Palmácia;AIS 29;HOMICIDIO DOLOSO;2022-01-19;01:40:00;Quarta;Arma de fogo;Masculino;29;Ensino Fundamental Incompleto;Não Informada
Russas;AIS 01;HOMICIDIO DOLOSO;2022-01-19;02:30:00;Quarta;Arma de fogo;Masculino;21;Ensino Médio Incompleto;Não Informada
Russas;AIS 01;HOMICIDIO DOLOSO;2022-01-19;02:30:00;Quarta;Arma de fogo;Masculino;19;Não Informada;Não Informada
Quixadá;AIS 09;HOMICIDIO DOLOSO;2022-01-19;05:40:00;Quarta;Arma branca;Masculino;55;Alfabetizado;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2022-01-19;06:40:00;Quarta;Arma de fogo;Masculino;34;Ensino Médio Incompleto;Não Informada
Miraíma;AIS 11;HOMICIDIO DOLOSO;2022-01-19;07:00:00;Quarta;Arma de fogo;Masculino;36;Alfabetizado;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;2022-01-19;08:05:59;Quarta;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Jaguaruana;AIS 01;HOMICIDIO DOLOSO;2022-01-19;14:00:00;Quarta;Arma de fogo;Masculino;24;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-01-19;19:00:00;Quarta;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Novo Oriente;AIS 07;HOMICIDIO DOLOSO;2022-01-19;23:30:00;Quarta;Arma de fogo;Masculino;30;Alfabetizado;Parda
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-01-19;23:41:00;Quarta;Arma de fogo;Masculino;29;Ensino Fundamental Incompleto;Não Informada
Ibiapina;AIS 27;HOMICIDIO DOLOSO;2022-01-20;03:00:00;Quinta;Arma de fogo;Masculino;21;Ensino Fundamental Completo;Branca
Tianguá;AIS 27;HOMICIDIO DOLOSO;2022-01-20;07:00:00;Quinta;Arma de fogo;Masculino;25;Não Informada;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;2022-01-20;16:00:00;Quinta;Arma branca;Masculino;45;Alfabetizado;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2022-01-20;18:20:00;Quinta;Arma de fogo;Feminino;16;Alfabetizado;Não Informada
Mulungu;AIS 29;HOMICIDIO DOLOSO;2022-01-20;19:51:59;Quinta;Arma de fogo;Masculino;26;Não Alfabetizado;Parda
Chorozinho;AIS 25;HOMICIDIO DOLOSO;2022-01-20;20:00:00;Quinta;Arma de fogo;Masculino;25;Ensino Médio Incompleto;Não Informada
Alto Santo;AIS 31;HOMICIDIO DOLOSO;2022-01-20;21:00:00;Quinta;Arma de fogo;Masculino;37;Não Alfabetizado;Branca
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-01-20;22:00:00;Quinta;Arma de fogo;Masculino;30;Ensino Fundamental Incompleto;Não Informada
Morada Nova;AIS 09;HOMICIDIO DOLOSO;2022-01-21;11:00:00;Sexta;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Russas;AIS 01;HOMICIDIO DOLOSO;2022-01-21;21:00:00;Sexta;Arma de fogo;Masculino;41;Alfabetizado;Não Informada
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2022-01-21;22:25:00;Sexta;Arma de fogo;Masculino;27;Ensino Fundamental Completo;Não Informada
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2022-01-21;22:30:00;Sexta;Arma de fogo;Masculino;25;Não Informada;Não Informada
Capistrano;AIS 29;HOMICIDIO DOLOSO;2022-01-21;22:30:00;Sexta;Arma de fogo;Masculino;18;Ensino Médio Completo;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-01-22;06:00:00;Sábado;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 22;HOMICIDIO DOLOSO;2022-01-22;06:00:00;Sábado;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
São Gonçalo do Amarante;AIS 23;HOMICIDIO DOLOSO;2022-01-22;09:00:00;Sábado;Arma de fogo;Feminino;34;Ensino Médio Completo;Não Informada
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2022-01-22;12:09:59;Sábado;Arma de fogo;Masculino;30;Ensino Fundamental Completo;Não Informada
Trairi;AIS 23;HOMICIDIO DOLOSO;2022-01-22;15:29:59;Sábado;Arma de fogo;Masculino;20;Não Informada;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-01-22;18:56:00;Sábado;Arma de fogo;Masculino;19;Ensino Fundamental Incompleto;Parda
Crato;AIS 02;HOMICIDIO DOLOSO;2022-01-22;21:30:00;Sábado;Arma de fogo;Masculino;23;Não Informada;Não Informada
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2022-01-22;21:49:59;Sábado;Arma de fogo;Masculino;21;Ensino Fundamental Incompleto;Não Informada
Redenção;AIS 29;HOMICIDIO DOLOSO;2022-01-22;23:19:59;Sábado;Arma de fogo;Masculino;31;Ensino Fundamental Completo;Parda
Tianguá;AIS 27;HOMICIDIO DOLOSO;2022-01-23;01:00:00;Domingo;Arma de fogo;Feminino;26;Alfabetizado;Não Informada
Itarema;AIS 11;HOMICIDIO DOLOSO;2022-01-23;02:00:00;Domingo;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2022-01-23;02:10:00;Domingo;Arma de fogo;Masculino;49;Ensino Médio Completo;Branca
Redenção;AIS 29;HOMICIDIO DOLOSO;2022-01-23;10:00:00;Domingo;Arma branca;Masculino;49;Alfabetizado;Parda
