Município;AIS;Natureza;Data;Hora;Dia da Semana;Meio Empregado;Gênero;Idade da Vítima;Escolaridade da Vítima;Raça da Vítima
Sobral;AIS 03;HOMICIDIO DOLOSO;2022-10-25;22:00:00;Terça;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Canindé;AIS 04;HOMICIDIO DOLOSO;2022-10-26;02:39:59;Quarta;Arma de fogo;Masculino;21;Alfabetizado;Não Informada
Miraíma;AIS 11;HOMICIDIO DOLOSO;2022-10-26;16:59:59;Quarta;Arma de fogo;Masculino;35;Alfabetizado;Não Informada
Assaré;AIS 33;HOMICIDIO DOLOSO;2022-10-26;17:13:59;Quarta;Arma branca;Masculino;55;Não Informada;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2022-10-26;17:47:00;Quarta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2022-10-26;19:59:59;Quarta;Arma de fogo;Masculino;16;Ensino Médio Incompleto;Parda
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2022-10-26;23:57:00;Quarta;Arma de fogo;Masculino;34;Ensino Médio Incompleto;Não Informada
Quixadá;AIS 09;HOMICIDIO DOLOSO;2022-10-27;00:29:59;Quinta;Arma de fogo;Masculino;24;Não Informada;Não Informada
Quixadá;AIS 09;HOMICIDIO DOLOSO;2022-10-27;00:29:59;Quinta;Arma de fogo;Feminino;62;Alfabetizado;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;2022-10-27;06:27:59;Quinta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Russas;AIS 01;HOMICIDIO DOLOSO;2022-10-27;07:30:00;Quinta;Arma de fogo;Masculino;25;Ensino Fundamental Incompleto;Parda
Sobral;AIS 03;HOMICIDIO DOLOSO;2022-10-27;07:59:59;Quinta;Arma de fogo;Masculino;25;Ensino Fundamental Completo;Branca
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2022-10-27;10:00:00;Quinta;Arma de fogo;Masculino;27;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2022-10-27;13:45:00;Quinta;Arma de fogo;Masculino;21;Alfabetizado;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2022-10-27;14:13:00;Quinta;Arma de fogo;Masculino;34;Ensino Fundamental Completo;Não Informada
Pacatuba;AIS 24;LESAO CORPORAL SEGUIDA DE MORTE;2022-10-27;18:09:59;Quinta;Outros meios;Masculino;55;Não Alfabetizado;Não Informada
Independência;AIS 07;HOMICIDIO DOLOSO;2022-10-27;18:20:00;Quinta;Arma de fogo;Masculino;26;Ensino Médio Incompleto;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;2022-10-27;19:00:00;Quinta;Arma de fogo;Masculino;27;Alfabetizado;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;2022-10-27;19:00:00;Quinta;Arma de fogo;Feminino;Não Informada;Alfabetizado;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2022-10-27;19:29:00;Quinta;Arma de fogo;Masculino;25;Ensino Fundamental Completo;Branca
Horizonte;AIS 25;HOMICIDIO DOLOSO;2022-10-27;20:45:00;Quinta;Arma de fogo;Masculino;23;Ensino Médio Incompleto;Não Informada
Limoeiro do Norte;AIS 01;HOMICIDIO DOLOSO;2022-10-27;23:30:00;Quinta;Arma branca;Masculino;23;Não Informada;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2022-10-28;00:40:00;Sexta;Arma de fogo;Masculino;58;Alfabetizado;Não Informada
Crateús;AIS 07;HOMICIDIO DOLOSO;2022-10-28;03:30:00;Sexta;Arma de fogo;Masculino;17;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;2022-10-28;10:31:00;Sexta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;2022-10-28;16:30:00;Sexta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2022-10-29;02:18:00;Sábado;Arma de fogo;Masculino;25;Ensino Fundamental Completo;Não Informada
Iguatu;AIS 10;HOMICIDIO DOLOSO;2022-10-29;03:30:00;Sábado;Arma de fogo;Masculino;21;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2022-10-29;04:30:00;Sábado;Arma de fogo;Masculino;14;Ensino Fundamental Completo;Não Informada
Ubajara;AIS 27;HOMICIDIO DOLOSO;2022-10-29;07:00:00;Sábado;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Acopiara;AIS 10;HOMICIDIO DOLOSO;2022-10-29;07:30:00;Sábado;Arma branca;Feminino;24;Alfabetizado;Parda
Jijoca de Jericoacoara;AIS 11;HOMICIDIO DOLOSO;2022-10-29;10:46:00;Sábado;Arma branca;Masculino;48;Alfabetizado;Não Informada
Fortaleza;AIS 22;HOMICIDIO DOLOSO;2022-10-29;10:49:00;Sábado;Arma de fogo;Masculino;24;Ensino Fundamental Incompleto;Não Informada
Tururu;AIS 11;HOMICIDIO DOLOSO;2022-10-29;21:30:00;Sábado;Arma de fogo;Masculino;28;Alfabetizado;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-10-29;21:30:00;Sábado;Outros meios;Masculino;18;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2022-10-30;01:48:00;Domingo;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Iguatu;AIS 10;HOMICIDIO DOLOSO;2022-10-30;03:45:00;Domingo;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Mulungu;AIS 29;HOMICIDIO DOLOSO;2022-10-30;04:00:00;Domingo;Arma branca;Masculino;16;Alfabetizado;Não Informada
Forquilha;AIS 03;HOMICIDIO DOLOSO;2022-10-30;04:59:59;Domingo;Arma de fogo;Masculino;18;Ensino Médio Incompleto;Não Informada
Maranguape;AIS 24;HOMICIDIO DOLOSO;2022-10-30;12:08:00;Domingo;Arma branca;Feminino;26;Ensino Médio Completo;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2022-10-30;12:56:59;Domingo;Arma de fogo;Masculino;23;Ensino Médio Completo;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-10-30;14:39:59;Domingo;Arma de fogo;Masculino;22;Alfabetizado;Parda
Cruz;AIS 11;HOMICIDIO DOLOSO;2022-10-30;16:00:00;Domingo;Arma de fogo;Masculino;26;Ensino Fundamental Completo;Parda
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-10-30;18:45:00;Domingo;Arma de fogo;Feminino;69;Alfabetizado;Parda
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-10-30;18:45:00;Domingo;Arma de fogo;Masculino;23;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-10-30;20:30:00;Domingo;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-10-30;20:30:00;Domingo;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Pindoretama;AIS 15;HOMICIDIO DOLOSO;2022-10-31;00:32:00;Segunda;Arma branca;Masculino;41;Ensino Fundamental Completo;Parda
Pacatuba;AIS 24;HOMICIDIO DOLOSO;2022-10-31;00:53:00;Segunda;Arma branca;Masculino;32;Ensino Fundamental Incompleto;Não Informada
Icó;AIS 34;HOMICIDIO DOLOSO;2022-10-31;07:00:00;Segunda;Arma de fogo;Masculino;67;Não Informada;Não Informada
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2022-10-31;07:45:00;Segunda;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Aquiraz;AIS 15;HOMICIDIO DOLOSO;2022-10-31;10:00:00;Segunda;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Viçosa do Ceará;AIS 27;HOMICIDIO DOLOSO;2022-10-31;13:59:59;Segunda;Arma de fogo;Masculino;19;Não Informada;Não Informada
Quixeramobim;AIS 09;HOMICIDIO DOLOSO;2022-11-01;01:00:00;Terça;Outros meios;Masculino;64;Ensino Médio Completo;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;2022-11-01;01:59:59;Terça;Outros meios;Masculino;80;Alfabetizado;Parda
Umirim;AIS 11;HOMICIDIO DOLOSO;2022-11-01;05:00:00;Terça;Arma de fogo;Feminino;73;Alfabetizado;Não Informada
Trairi;AIS 23;HOMICIDIO DOLOSO;2022-11-01;09:00:00;Terça;Outros meios;Masculino;48;Não Alfabetizado;Não Informada
Cascavel;AIS 15;HOMICIDIO DOLOSO;2022-11-01;10:00:00;Terça;Outros meios;Feminino;43;Ensino Fundamental Incompleto;Parda
Guaiúba;AIS 24;HOMICIDIO DOLOSO;2022-11-01;10:00:00;Terça;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;2022-11-01;11:59:00;Terça;Arma de fogo;Masculino;16;Alfabetizado;Não Informada
Lavras da Mangabeira;AIS 34;HOMICIDIO DOLOSO;2022-11-01;12:00:00;Terça;Arma de fogo;Masculino;23;Não Informada;Não Informada
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2022-11-01;15:30:00;Terça;Arma de fogo;Feminino;22;Ensino Fundamental Incompleto;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;2022-11-01;18:00:00;Terça;Arma de fogo;Masculino;45;Ensino Fundamental Completo;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2022-11-01;19:30:00;Terça;Arma de fogo;Masculino;25;Ensino Médio Completo;Não Informada
Icó;AIS 34;HOMICIDIO DOLOSO;2022-11-01;20:00:00;Terça;Arma de fogo;Masculino;23;Ensino Fundamental Incompleto;Parda
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-11-01;21:24:59;Terça;Arma de fogo;Masculino;24;Não Informada;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-11-01;21:24:59;Terça;Arma de fogo;Masculino;28;Não Informada;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2022-11-02;02:00:00;Quarta;Arma de fogo;Masculino;26;Ensino Médio Completo;Não Informada
São Gonçalo do Amarante;AIS 23;HOMICIDIO DOLOSO;2022-11-02;06:40:00;Quarta;Arma de fogo;Masculino;50;Ensino Fundamental Incompleto;Não Informada
Jijoca de Jericoacoara;AIS 11;HOMICIDIO DOLOSO;2022-11-03;00:00:00;Quinta;Arma de fogo;Masculino;31;Ensino Médio Completo;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-11-03;01:15:00;Quinta;Arma de fogo;Masculino;28;Alfabetizado;Não Informada
Fortaleza;AIS 22;HOMICIDIO DOLOSO;2022-11-03;03:18:00;Quinta;Arma de fogo;Masculino;34;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2022-11-03;07:05:59;Quinta;Arma branca;Masculino;22;Ensino Médio Completo;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2022-11-03;09:49:59;Quinta;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Pindoretama;AIS 15;HOMICIDIO DOLOSO;2022-11-03;22:40:00;Quinta;Arma de fogo;Masculino;29;Alfabetizado;Parda
Horizonte;AIS 25;HOMICIDIO DOLOSO;2022-11-04;01:09:59;Sexta;Arma de fogo;Feminino;32;Ensino Médio Completo;Parda
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2022-11-04;02:50:00;Sexta;Arma de fogo;Masculino;28;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-11-04;16:30:00;Sexta;Arma de fogo;Masculino;32;Ensino Fundamental Completo;Parda
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-11-04;16:47:00;Sexta;Arma de fogo;Masculino;21;Alfabetizado;Não Informada
Missão Velha;AIS 02;HOMICIDIO DOLOSO;2022-11-04;21:09:59;Sexta;Arma de fogo;Masculino;35;Ensino Fundamental Completo;Parda
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-11-04;22:27:00;Sexta;Arma de fogo;Masculino;41;Alfabetizado;Não Informada
Banabuiú;AIS 09;HOMICIDIO DOLOSO;2022-11-05;01:00:00;Sábado;Arma de fogo;Masculino;50;Não Alfabetizado;Parda
General Sampaio;AIS 11;HOMICIDIO DOLOSO;2022-11-05;06:00:00;Sábado;Arma de fogo;Masculino;35;Ensino Médio Incompleto;Não Informada
Juazeiro do Norte;AIS 02;ROUBO SEGUIDO DE MORTE (LATROCINIO);2022-11-05;07:30:00;Sábado;Outros meios;Feminino;78;Ensino Médio Completo;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2022-11-05;11:40:00;Sábado;Arma de fogo;Masculino;46;Ensino Médio Completo;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2022-11-05;13:19:00;Sábado;Arma branca;Masculino;40;Ensino Fundamental Completo;Parda
Assaré;AIS 33;HOMICIDIO DOLOSO;2022-11-05;15:00:00;Sábado;Outros meios;Masculino;36;Alfabetizado;Não Informada
Tejuçuoca;AIS 11;HOMICIDIO DOLOSO;2022-11-05;16:00:00;Sábado;Arma de fogo;Masculino;32;Ensino Fundamental Incompleto;Não Informada
Barbalha;AIS 02;HOMICIDIO DOLOSO;2022-11-05;17:30:00;Sábado;Arma de fogo;Masculino;21;Alfabetizado;Não Informada
Coreaú;AIS 03;HOMICIDIO DOLOSO;2022-11-05;19:49:59;Sábado;Arma de fogo;Masculino;27;Ensino Fundamental Incompleto;Não Informada
Solonópole;AIS 09;HOMICIDIO DOLOSO;2022-11-05;22:00:00;Sábado;Arma de fogo;Masculino;19;Ensino Médio Incompleto;Parda
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2022-11-05;22:44:00;Sábado;Arma de fogo;Masculino;23;Ensino Fundamental Incompleto;Não Informada
Aquiraz;AIS 15;HOMICIDIO DOLOSO;2022-11-06;03:11:00;Domingo;Arma de fogo;Masculino;47;Alfabetizado;Não Informada
Itapajé;AIS 11;HOMICIDIO DOLOSO;2022-11-06;04:00:00;Domingo;Arma de fogo;Masculino;46;Ensino Fundamental Incompleto;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2022-11-06;04:30:00;Domingo;Arma de fogo;Masculino;22;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2022-11-06;04:30:00;Domingo;Arma de fogo;Masculino;29;Ensino Médio Completo;Não Informada
Pedra Branca;AIS 09;HOMICIDIO DOLOSO;2022-11-06;07:59:59;Domingo;Arma de fogo;Masculino;16;Ensino Fundamental Incompleto;Não Informada
Milagres;AIS 32;HOMICIDIO DOLOSO;2022-11-06;16:59:59;Domingo;Arma branca;Masculino;38;Alfabetizado;Parda
Sobral;AIS 03;HOMICIDIO DOLOSO;2022-11-06;18:00:00;Domingo;Arma de fogo;Masculino;30;Ensino Médio Completo;Não Informada
Tianguá;AIS 27;HOMICIDIO DOLOSO;2022-11-06;19:59:59;Domingo;Arma branca;Masculino;37;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-11-06;21:29:59;Domingo;Arma de fogo;Masculino;27;Ensino Médio Incompleto;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;2022-11-07;09:00:00;Segunda;Arma de fogo;Masculino;34;Alfabetizado;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-11-07;15:09:59;Segunda;Outros meios;Masculino;22;Alfabetizado;Não Informada
Ararendá;AIS 07;HOMICIDIO DOLOSO;2022-11-07;21:00:00;Segunda;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2022-11-07;23:30:00;Segunda;Arma de fogo;Masculino;15;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2022-11-07;23:30:00;Segunda;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-11-08;06:04:59;Terça;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Aracati;AIS 30;HOMICIDIO DOLOSO;2022-11-08;09:00:00;Terça;Arma de fogo;Masculino;34;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-11-08;12:04:00;Terça;Arma de fogo;Masculino;16;Ensino Fundamental Incompleto;Parda
Tabuleiro do Norte;AIS 01;HOMICIDIO DOLOSO;2022-11-08;13:30:00;Terça;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-11-08;13:36:00;Terça;Arma de fogo;Masculino;26;Ensino Médio Completo;Branca
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2022-11-08;14:10:00;Terça;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Coreaú;AIS 03;HOMICIDIO DOLOSO;2022-11-08;15:19:59;Terça;Arma de fogo;Masculino;75;Alfabetizado;Preta
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2022-11-08;16:00:00;Terça;Arma de fogo;Feminino;38;Alfabetizado;Branca
Acaraú;AIS 11;HOMICIDIO DOLOSO;2022-11-08;20:00:00;Terça;Arma de fogo;Masculino;31;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2022-11-08;22:20:00;Terça;Arma de fogo;Masculino;29;Alfabetizado;Não Informada
Barroquinha;AIS 28;HOMICIDIO DOLOSO;2022-11-09;01:00:00;Quarta;Arma branca;Masculino;34;Ensino Fundamental Completo;Não Informada
Limoeiro do Norte;AIS 01;HOMICIDIO DOLOSO;2022-11-09;14:40:00;Quarta;Arma de fogo;Masculino;40;Alfabetizado;Não Informada
São João do Jaguaribe;AIS 01;HOMICIDIO DOLOSO;2022-11-09;19:00:00;Quarta;Arma de fogo;Masculino;14;Não Informada;Não Informada
São João do Jaguaribe;AIS 01;HOMICIDIO DOLOSO;2022-11-09;19:00:00;Quarta;Arma de fogo;Feminino;39;Alfabetizado;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2022-11-09;21:00:00;Quarta;Arma de fogo;Masculino;28;Ensino Fundamental Completo;Não Informada
Acaraú;AIS 11;HOMICIDIO DOLOSO;2022-11-10;07:00:00;Quinta;Arma branca;Masculino;19;Alfabetizado;Branca
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2022-11-10;07:07:59;Quinta;Arma de fogo;Masculino;15;Ensino Fundamental Incompleto;Parda
Coreaú;AIS 03;HOMICIDIO DOLOSO;2022-11-10;19:49:59;Quinta;Arma de fogo;Masculino;45;Ensino Médio Completo;Não Informada
Cascavel;AIS 15;HOMICIDIO DOLOSO;2022-11-10;21:56:00;Quinta;Arma de fogo;Masculino;28;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 22;HOMICIDIO DOLOSO;2022-11-10;23:00:00;Quinta;Arma de fogo;Masculino;30;Alfabetizado;Parda
Chaval;AIS 28;HOMICIDIO DOLOSO;2022-11-11;03:30:00;Sexta;Arma de fogo;Masculino;22;Alfabetizado;Branca
Caucaia;AIS 12;HOMICIDIO DOLOSO;2022-11-11;08:30:00;Sexta;Arma de fogo;Masculino;19;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2022-11-11;09:30:00;Sexta;Arma de fogo;Masculino;79;Superior Completo;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2022-11-11;11:00:00;Sexta;Outros meios;Masculino;76;Ensino Médio Completo;Não Informada
Cariré;AIS 03;HOMICIDIO DOLOSO;2022-11-11;12:19:59;Sexta;Arma branca;Masculino;49;Não Alfabetizado;Parda
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2022-11-11;17:40:00;Sexta;Arma de fogo;Masculino;28;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2022-11-11;20:00:00;Sexta;Arma de fogo;Masculino;27;Ensino Fundamental Incompleto;Parda
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2022-11-11;21:00:00;Sexta;Arma de fogo;Masculino;16;Não Alfabetizado;Não Informada
Aquiraz;AIS 15;HOMICIDIO DOLOSO;2022-11-11;21:21:59;Sexta;Arma de fogo;Masculino;26;Ensino Fundamental Incompleto;Não Informada
Boa Viagem;AIS 04;HOMICIDIO DOLOSO;2022-11-12;00:35:00;Sábado;Arma de fogo;Masculino;24;Ensino Fundamental Incompleto;Não Informada
Alto Santo;AIS 31;HOMICIDIO DOLOSO;2022-11-12;04:00:00;Sábado;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Jijoca de Jericoacoara;AIS 11;HOMICIDIO DOLOSO;2022-11-12;04:30:00;Sábado;Arma de fogo;Masculino;20;Ensino Médio Incompleto;Parda
Crateús;AIS 07;HOMICIDIO DOLOSO;2022-11-12;20:19:59;Sábado;Arma de fogo;Masculino;5;Não Alfabetizado;Não Informada
Crateús;AIS 07;HOMICIDIO DOLOSO;2022-11-12;22:10:00;Sábado;Arma de fogo;Masculino;37;Ensino Fundamental Incompleto;Não Informada
Tururu;AIS 11;HOMICIDIO DOLOSO;2022-11-13;06:00:00;Domingo;Arma de fogo;Masculino;42;Alfabetizado;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2022-11-13;12:40:00;Domingo;Arma de fogo;Masculino;47;Ensino Fundamental Incompleto;Parda
Ibiapina;AIS 27;HOMICIDIO DOLOSO;2022-11-13;13:30:00;Domingo;Outros meios;Masculino;78;Não Alfabetizado;Não Informada
Crateús;AIS 07;HOMICIDIO DOLOSO;2022-11-13;15:00:00;Domingo;Arma de fogo;Masculino;44;Não Informada;Não Informada
Santa Quitéria;AIS 07;HOMICIDIO DOLOSO;2022-11-13;15:04:59;Domingo;Arma de fogo;Masculino;25;Não Informada;Não Informada
Pedra Branca;AIS 09;HOMICIDIO DOLOSO;2022-11-13;15:29:59;Domingo;Arma branca;Masculino;31;Alfabetizado;Branca
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2022-11-13;16:59:59;Domingo;Arma de fogo;Masculino;34;Ensino Médio Incompleto;Branca
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2022-11-13;16:59:59;Domingo;Arma de fogo;Masculino;19;Não Informada;Parda
Cedro;AIS 34;HOMICIDIO DOLOSO;2022-11-13;20:00:00;Domingo;Arma de fogo;Feminino;29;Ensino Médio Completo;Não Informada
Eusébio;AIS 15;HOMICIDIO DOLOSO;2022-11-13;20:30:00;Domingo;Arma de fogo;Masculino;23;Não Informada;Parda
Frecheirinha;AIS 03;HOMICIDIO DOLOSO;2022-11-13;21:40:00;Domingo;Arma de fogo;Masculino;43;Não Alfabetizado;Não Informada
Senador Pompeu;AIS 09;HOMICIDIO DOLOSO;2022-11-13;23:00:00;Domingo;Arma de fogo;Masculino;41;Ensino Fundamental Completo;Não Informada
Tejuçuoca;AIS 11;HOMICIDIO DOLOSO;2022-11-14;02:30:00;Segunda;Arma de fogo;Masculino;15;Ensino Fundamental Incompleto;Branca
Crato;AIS 02;HOMICIDIO DOLOSO;2022-11-14;06:30:00;Segunda;Arma de fogo;Masculino;32;Alfabetizado;Não Informada
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2022-11-14;15:04:00;Segunda;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Itarema;AIS 11;FEMINICÍDIO;2022-11-14;16:00:00;Segunda;Arma branca;Feminino;26;Ensino Fundamental Completo;Não Informada
Beberibe;AIS 30;HOMICIDIO DOLOSO;2022-11-14;18:49:59;Segunda;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Itarema;AIS 11;HOMICIDIO DOLOSO;2022-11-14;20:00:00;Segunda;Arma de fogo;Masculino;21;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2022-11-14;20:10:00;Segunda;Arma de fogo;Feminino;18;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2022-11-14;20:10:00;Segunda;Arma de fogo;Masculino;26;Ensino Fundamental Incompleto;Não Informada
Crato;AIS 02;HOMICIDIO DOLOSO;2022-11-14;21:10:00;Segunda;Arma de fogo;Masculino;35;Ensino Fundamental Incompleto;Não Informada
Beberibe;AIS 30;HOMICIDIO DOLOSO;2022-11-14;23:00:00;Segunda;Arma branca;Masculino;73;Ensino Fundamental Completo;Não Informada
Jaguaretama;AIS 09;HOMICIDIO DOLOSO;2022-11-14;23:19:59;Segunda;Arma de fogo;Masculino;41;Ensino Fundamental Incompleto;Não Informada
Reriutaba;AIS 07;ROUBO SEGUIDO DE MORTE (LATROCINIO);2022-11-15;03:00:00;Terça;Arma de fogo;Masculino;57;Ensino Fundamental Incompleto;Parda
Pacatuba;AIS 24;HOMICIDIO DOLOSO;2022-11-15;11:19:59;Terça;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-11-15;11:39:59;Terça;Arma de fogo;Feminino;29;Alfabetizado;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;2022-11-15;16:00:00;Terça;Arma de fogo;Masculino;30;Ensino Médio Incompleto;Não Informada
Pedra Branca;AIS 09;HOMICIDIO DOLOSO;2022-11-15;17:00:00;Terça;Arma de fogo;Masculino;42;Alfabetizado;Parda
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2022-11-15;17:39:59;Terça;Arma de fogo;Masculino;15;Ensino Fundamental Completo;Não Informada
São João do Jaguaribe;AIS 01;HOMICIDIO DOLOSO;2022-11-15;18:30:00;Terça;Arma de fogo;Feminino;22;Ensino Médio Incompleto;Branca
Aquiraz;AIS 15;HOMICIDIO DOLOSO;2022-11-15;19:00:00;Terça;Arma branca;Masculino;56;Ensino Médio Completo;Não Informada
Caridade;AIS 04;HOMICIDIO DOLOSO;2022-11-15;19:59:59;Terça;Arma de fogo;Masculino;25;Ensino Fundamental Incompleto;Não Informada
Pentecoste;AIS 11;HOMICIDIO DOLOSO;2022-11-15;21:42:00;Terça;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2022-11-15;22:09:59;Terça;Arma de fogo;Feminino;43;Ensino Médio Incompleto;Não Informada
Acarape;AIS 29;HOMICIDIO DOLOSO;2022-11-15;23:16:00;Terça;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2022-11-16;03:29:59;Quarta;Arma branca;Masculino;36;Ensino Médio Completo;Não Informada
Aquiraz;AIS 15;HOMICIDIO DOLOSO;2022-11-16;07:09:00;Quarta;Arma de fogo;Feminino;23;Não Informada;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2022-11-16;17:30:00;Quarta;Arma branca;Masculino;32;Alfabetizado;Não Informada
Camocim;AIS 28;HOMICIDIO DOLOSO;2022-11-16;22:27:00;Quarta;Arma de fogo;Masculino;20;Ensino Médio Incompleto;Não Informada
Morada Nova;AIS 09;HOMICIDIO DOLOSO;2022-11-17;11:30:00;Quinta;Arma branca;Masculino;43;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;2022-11-17;14:37:00;Quinta;Outros meios;Masculino;Não Informada;Não Informada;Não Informada
